1:B:-154685692	1:B:+155977673	2	S
1:A:-155977674	1:A:+155981564	1	S
1:B:-155977674	1:B:+155981564	1	S
1:A:-155981565	1:A:+164365658	1	S
1:B:-155981565	1:B:+164365658	1	S
1:A:-164365659	1:A:+164604339	1	S
1:B:-164365659	1:B:+164604339	1	S
1:A:-164604340	1:A:+169701922	1	S
1:B:-164604340	1:B:+169701922	1	S
1:A:-169701923	1:A:+169780202	1	S
1:B:-169701923	1:B:+169780202	1	S
1:A:-169780203	1:A:+169780421	2	S
1:B:-169780203	1:B:+169780421	1	S
1:A:-169780422	1:A:+169941494	2	S
1:B:-169780422	1:B:+169941494	1	S
1:A:-169941495	1:A:+172529923	2	S
1:B:-169941495	1:B:+172529923	1	S
1:A:-172529924	1:A:+172530157	2	S
1:B:-172529924	1:B:+172530157	1	S
1:A:-172530158	1:A:+183757223	1	S
1:B:-172530158	1:B:+183757223	1	S
1:A:-183757224	1:A:+183758716	1	S
1:B:-183757224	1:B:+183758716	1	S
1:A:-183758717	1:A:+184855293	2	S
1:B:-183758717	1:B:+184855293	1	S
1:A:-184855294	1:A:+184856346	2	S
1:B:-184855294	1:B:+184856346	1	S
1:A:-184856347	1:A:+186258896	1	S
1:B:-184856347	1:B:+186258896	1	S
1:A:-186258897	1:A:+186259270	2	S
1:B:-186258897	1:B:+186259270	1	S
1:A:-186259271	1:A:+190343139	2	S
1:B:-186259271	1:B:+190343139	1	S
1:A:-190343140	1:A:+190343660	1	S
1:B:-190343140	1:B:+190343660	1	S
1:A:-190343661	1:A:+195395986	1	S
1:B:-190343661	1:B:+195395986	1	S
1:A:-195395987	1:A:+195396154	1	S
1:B:-195395987	1:B:+195396154	2	S
1:A:-195396155	1:A:+197020067	1	S
1:B:-195396155	1:B:+197020067	2	S
1:A:-197020068	1:A:+197020488	1	S
1:B:-197020068	1:B:+197020488	1	S
1:A:-197020489	1:A:+204246183	1	S
1:B:-197020489	1:B:+204246183	1	S
1:A:-204246184	1:A:+204249604	2	S
1:B:-204246184	1:B:+204249604	1	S
1:A:-204249605	1:A:+208426107	2	S
1:B:-204249605	1:B:+208426107	1	S
1:A:-208426108	1:A:+208426585	2	S
1:B:-208426108	1:B:+208426585	1	S
1:A:-208426586	1:A:+217085540	1	S
1:B:-208426586	1:B:+217085540	1	S
1:A:-217085541	1:A:+231411319	1	S
1:B:-217085541	1:B:+231411319	1	S
1:A:-231411320	1:A:+232428656	1	S
1:B:-231411320	1:B:+232428656	2	S
1:A:-232428657	1:A:+245948691	1	S
1:B:-232428657	1:B:+245948691	1	S
1:A:-245948692	1:A:+246037809	1	S
1:B:-245948692	1:B:+246037809	2	S
1:A:-246037810	1:A:+249249999	1	S
1:B:-246037810	1:B:+249249999	1	S
10:A:-50000	10:A:+5300071	3	S
10:A:-5322421	10:A:+7260977	3	S
10:A:-7260978	10:A:+7267343	3	S
10:A:-7267344	10:A:+9568001	3	S
10:A:-9568002	10:A:+10804384	3	S
10:A:-10804385	10:A:+12163621	3	S
10:A:-12163622	10:A:+12164153	3	S
10:A:-12164154	10:A:+20415005	1	S
10:A:-20415006	10:A:+21892038	1	S
10:A:-21892039	10:A:+46258161	1	S
10:A:-46258162	10:A:+47146855	1	S
10:A:-47146856	10:A:+63732778	1	S
10:A:-63732779	10:A:+64047260	1	S
10:A:-64047261	10:A:+64082004	2	S
10:A:-64082005	10:A:+64356839	2	S
10:A:-64356840	10:A:+64775235	1	S
10:A:-64775641	10:A:+73132052	1	S
10:A:-73132053	10:A:+73149575	2	S
10:A:-73149576	10:A:+79280749	2	S
10:A:-79280750	10:A:+79286468	2	S
10:A:-79286469	10:A:+90203033	1	S
10:A:-90203034	10:A:+90335124	1	S
10:A:-90335125	10:A:+93885886	1	S
10:A:-93885887	10:A:+93886001	1	S
10:A:-93886002	10:A:+93957640	1	S
10:A:-93957641	10:A:+93966119	1	S
10:A:-93966120	10:A:+94143197	1	S
10:A:-94143198	10:A:+94766029	2	S
10:A:-94766030	10:A:+97263968	1	S
10:A:-97263969	10:A:+99359833	2	S
10:A:-99359834	10:A:+100625859	2	S
10:A:-100625860	10:A:+101106102	1	S
10:A:-101106103	10:A:+105163699	2	S
10:A:-105163700	10:A:+105176746	2	S
10:A:-105176747	10:A:+114249518	1	S
10:A:-114249519	10:A:+114255864	1	S
10:A:-114448539	10:A:+115908737	1	S
10:A:-115908738	10:A:+115910079	1	S
10:A:-115910080	10:A:+117891736	3	S
10:A:-117891737	10:A:+119069256	3	S
10:B:-117891737	10:B:+119069256	1	S
10:A:-119069257	10:A:+119432993	1	S
10:B:-119069257	10:B:+119432993	1	S
10:A:-119432994	10:A:+121785022	1	S
10:B:-119432994	10:B:+121785022	1	S
10:A:-121785023	10:A:+130104274	1	S
10:A:-130104275	10:A:+135534746	1	S
11:A:-60000	11:A:+2176927	1	S
11:B:-60000	11:B:+2176927	1	S
11:A:-2176928	11:A:+2183836	2	S
11:B:-2176928	11:B:+2183836	1	S
11:A:-2183837	11:A:+2578553	2	S
11:B:-2183837	11:B:+2578553	1	S
11:A:-2578554	11:A:+2579557	2	S
11:B:-2578554	11:B:+2579557	1	S
11:A:-2579558	11:A:+4079995	1	S
11:B:-2579558	11:B:+4079995	1	S
11:A:-4079996	11:A:+4598898	1	S
11:B:-4079996	11:B:+4598898	1	S
11:A:-4598899	11:A:+17260179	1	S
11:B:-4598899	11:B:+17260179	1	S
11:A:-17260180	11:A:+17260963	2	S
11:B:-17260180	11:B:+17260963	1	S
11:A:-17260964	11:A:+17621255	2	S
11:B:-17260964	11:B:+17621255	1	S
11:A:-17621256	11:A:+17621914	1	S
11:B:-17621256	11:B:+17621914	1	S
11:A:-17621915	11:A:+45943512	1	S
11:B:-17621915	11:B:+45943512	1	S
11:A:-45943513	11:A:+45968790	1	S
11:B:-45943513	11:B:+45968790	1	S
11:A:-45968791	11:A:+46147337	1	S
11:B:-45968791	11:B:+46147337	2	S
11:A:-46147338	11:A:+46774368	2	S
11:B:-46147338	11:B:+46774368	2	S
11:A:-46774369	11:A:+46939183	2	S
11:B:-46774369	11:B:+46939183	1	S
11:A:-46939184	11:A:+48190409	2	S
11:B:-46939184	11:B:+48190409	2	S
11:A:-48190410	11:A:+48195640	2	S
11:B:-48190410	11:B:+48195640	2	S
11:A:-48195641	11:A:+48223773	2	S
11:B:-48195641	11:B:+48223773	1	S
11:A:-48223774	11:A:+59979670	1	S
11:B:-48223774	11:B:+59979670	1	S
11:A:-59979671	11:A:+59981228	1	S
11:B:-59979671	11:B:+59981228	1	S
11:A:-59981229	11:A:+61990009	2	S
11:B:-59981229	11:B:+61990009	1	S
11:A:-61990010	11:A:+61992083	2	S
11:B:-61990010	11:B:+61992083	1	S
11:A:-61992084	11:A:+62548835	1	S
11:B:-61992084	11:B:+62548835	1	S
11:A:-62548836	11:A:+62882974	1	S
11:B:-62548836	11:B:+62882974	2	S
11:A:-62882975	11:A:+65079658	1	S
11:B:-62882975	11:B:+65079658	1	S
11:A:-65079659	11:A:+65094033	2	S
11:B:-65079659	11:B:+65094033	1	S
11:A:-65094034	11:A:+65204232	2	S
11:B:-65094034	11:B:+65204232	1	S
11:A:-65204233	11:A:+66362105	3	S
11:B:-65204233	11:B:+66362105	1	S
11:A:-66362106	11:A:+66447321	2	S
11:B:-66362106	11:B:+66447321	1	S
11:A:-66447322	11:A:+66533161	2	S
11:B:-66447322	11:B:+66533161	1	S
11:A:-66533162	11:A:+66645343	2	S
11:B:-66533162	11:B:+66645343	3	S
11:A:-66645344	11:A:+67251506	2	S
11:B:-66645344	11:B:+67251506	3	S
11:A:-67251507	11:A:+67415439	2	S
11:B:-67251507	11:B:+67415439	3	S
11:A:-67415440	11:A:+67610248	2	S
11:B:-67415440	11:B:+67610248	3	S
11:A:-67610249	11:A:+67719237	2	S
11:B:-67610249	11:B:+67719237	3	S
11:A:-67719238	11:A:+68588949	2	S
11:B:-67719238	11:B:+68588949	3	S
11:A:-68588950	11:A:+68679932	3	S
11:B:-68588950	11:B:+68679932	3	S
11:A:-68679933	11:A:+68862655	3	S
11:B:-68679933	11:B:+68862655	3	S
11:A:-68862656	11:A:+69809627	3	S
11:B:-68862656	11:B:+69809627	2	S
11:A:-69809628	11:A:+69950901	3	S
11:B:-69809628	11:B:+69950901	2	S
11:A:-69950902	11:A:+70287524	3	S
11:B:-69950902	11:B:+70287524	2	S
11:A:-70287525	11:A:+71540424	3	S
11:B:-70287525	11:B:+71540424	2	S
11:A:-71540425	11:A:+71568137	3	S
11:B:-71540425	11:B:+71568137	2	S
11:A:-71568138	11:A:+72820384	3	S
11:B:-71568138	11:B:+72820384	2	S
11:A:-72820385	11:A:+76532585	3	S
11:B:-72820385	11:B:+76532585	1	S
11:A:-76532586	11:A:+76537402	3	S
11:B:-76532586	11:B:+76537402	1	S
11:A:-76537403	11:A:+78585342	1	S
11:B:-76537403	11:B:+78585342	1	S
11:A:-78585343	11:A:+79982652	1	S
11:B:-78585343	11:B:+79982652	1	S
11:A:-79982653	11:A:+83257206	1	S
11:B:-79982653	11:B:+83257206	1	S
11:A:-83257207	11:A:+87935567	1	S
11:B:-83257207	11:B:+87935567	1	S
11:A:-87935568	11:A:+88467467	1	S
11:B:-87935568	11:B:+88467467	1	S
11:A:-88467468	11:A:+88650360	1	S
11:B:-88467468	11:B:+88650360	2	S
11:A:-88650361	11:A:+88866395	1	S
11:B:-88650361	11:B:+88866395	3	S
11:A:-88866396	11:A:+90384043	1	S
11:B:-88866396	11:B:+90384043	2	S
11:A:-90384044	11:A:+91983569	1	S
11:B:-90384044	11:B:+91983569	2	S
11:A:-91983570	11:A:+91983624	1	S
11:B:-91983570	11:B:+91983624	2	S
11:A:-91983625	11:A:+115692738	1	S
11:B:-91983625	11:B:+115692738	1	S
11:A:-115692739	11:A:+115925849	2	S
11:B:-115692739	11:B:+115925849	1	S
11:A:-115925850	11:A:+119050284	1	S
11:B:-115925850	11:B:+119050284	1	S
11:A:-119050285	11:A:+129874588	1	S
11:B:-119050285	11:B:+129874588	1	S
11:A:-129874589	11:A:+130033276	1	S
11:B:-129874589	11:B:+130033276	1	S
11:A:-130033277	11:A:+130946533	2	S
11:B:-130033277	11:B:+130946533	1	S
11:A:-130946534	11:A:+131185662	2	S
11:B:-130946534	11:B:+131185662	2	S
11:A:-131185663	11:A:+131463298	2	S
11:B:-131185663	11:B:+131463298	1	S
11:A:-131463299	11:A:+131734661	3	S
11:B:-131463299	11:B:+131734661	1	S
11:A:-131734662	11:A:+131781287	2	S
11:B:-131734662	11:B:+131781287	1	S
11:A:-131781288	11:A:+131793809	1	S
11:B:-131781288	11:B:+131793809	1	S
11:A:-131793810	11:A:+133766586	1	S
11:B:-131793810	11:B:+133766586	1	S
11:A:-133766587	11:A:+133770248	1	S
11:B:-133766587	11:B:+133770248	1	S
11:A:-133770249	11:A:+134861608	2	S
11:B:-133770249	11:B:+134861608	1	S
11:A:-134861609	11:A:+134862473	2	S
11:B:-134861609	11:B:+134862473	1	S
11:A:-134862474	11:A:+134949999	1	S
11:B:-134862474	11:B:+134949999	1	S
12:A:-50000	12:A:+5047435	1	S
12:B:-50000	12:B:+5047435	1	S
12:A:-5047436	12:A:+5049413	1	S
12:B:-5047436	12:B:+5049413	1	S
12:A:-5049414	12:A:+5799372	1	S
12:B:-5049414	12:B:+5799372	2	S
12:A:-5799373	12:A:+5801007	1	S
12:B:-5799373	12:B:+5801007	1	S
12:A:-5801008	12:A:+12235566	1	S
12:B:-5801008	12:B:+12235566	1	S
12:A:-12235567	12:A:+12414030	1	S
12:B:-12235567	12:B:+12414030	2	S
12:A:-12414031	12:A:+16329736	1	S
12:B:-12414031	12:B:+16329736	1	S
12:A:-16329737	12:A:+16330097	1	S
12:B:-16329737	12:B:+16330097	2	S
12:A:-16330098	12:A:+20454547	1	S
12:B:-16330098	12:B:+20454547	2	S
12:A:-20454548	12:A:+20455214	2	S
12:B:-20454548	12:B:+20455214	2	S
12:A:-20455215	12:A:+21803691	2	S
12:B:-20455215	12:B:+21803691	2	S
12:A:-21803692	12:A:+21806106	2	S
12:B:-21803692	12:B:+21806106	1	S
12:A:-21806107	12:A:+24734439	2	S
12:B:-21806107	12:B:+24734439	1	S
12:A:-24734440	12:A:+25152399	2	S
12:B:-24734440	12:B:+25152399	2	S
12:A:-25152400	12:A:+27708347	2	S
12:B:-25152400	12:B:+27708347	1	S
12:A:-27708348	12:A:+27713898	2	S
12:B:-27708348	12:B:+27713898	1	S
12:A:-27713899	12:A:+29110826	1	S
12:B:-27713899	12:B:+29110826	1	S
12:A:-29110827	12:A:+29400744	1	S
12:B:-29110827	12:B:+29400744	1	S
12:A:-29400745	12:A:+43941365	1	S
12:B:-29400745	12:B:+43941365	1	S
12:A:-43941366	12:A:+43948769	1	S
12:B:-43941366	12:B:+43948769	1	S
12:A:-43948770	12:A:+47126601	1	S
12:B:-43948770	12:B:+47126601	2	S
12:A:-47126602	12:A:+47126616	1	S
12:B:-47126602	12:B:+47126616	2	S
12:A:-47126617	12:A:+47509728	1	S
12:B:-47126617	12:B:+47509728	1	S
12:A:-47509729	12:A:+48012324	1	S
12:B:-47509729	12:B:+48012324	1	S
12:A:-48012325	12:A:+58838313	1	S
12:B:-48012325	12:B:+58838313	1	S
12:A:-58838314	12:A:+58838422	2	S
12:B:-58838314	12:B:+58838422	1	S
12:A:-58838423	12:A:+59075910	2	S
12:B:-58838423	12:B:+59075910	1	S
12:A:-59075911	12:A:+59076098	2	S
12:B:-59075911	12:B:+59076098	1	S
12:A:-59076099	12:A:+59276436	1	S
12:B:-59076099	12:B:+59276436	1	S
12:A:-59276437	12:A:+59277275	1	S
12:B:-59276437	12:B:+59277275	2	S
12:A:-59277276	12:A:+61476576	1	S
12:B:-59277276	12:B:+61476576	2	S
12:A:-61476577	12:A:+61528022	1	S
12:B:-61476577	12:B:+61528022	1	S
12:A:-61528023	12:A:+61672246	1	S
12:B:-61528023	12:B:+61672246	2	S
12:A:-61672247	12:A:+61674924	1	S
12:B:-61672247	12:B:+61674924	2	S
12:A:-61674925	12:A:+65472369	1	S
12:B:-61674925	12:B:+65472369	1	S
12:A:-65472370	12:A:+65477605	1	S
12:B:-65472370	12:B:+65477605	2	S
12:A:-65477606	12:A:+65515373	1	S
12:B:-65477606	12:B:+65515373	2	S
12:A:-65515374	12:A:+66744291	1	S
12:B:-65515374	12:B:+66744291	1	S
12:A:-66744292	12:A:+66744591	2	S
12:B:-66744292	12:B:+66744591	1	S
12:A:-66744592	12:A:+67255836	2	S
12:B:-66744592	12:B:+67255836	1	S
12:A:-67255837	12:A:+67400051	3	S
12:B:-67255837	12:B:+67400051	1	S
12:A:-67400052	12:A:+68842771	2	S
12:B:-67400052	12:B:+68842771	1	S
12:A:-68842772	12:A:+68875783	3	S
12:B:-68842772	12:B:+68875783	1	S
12:A:-68875784	12:A:+69792120	3	S
12:B:-68875784	12:B:+69792120	1	S
12:A:-69792121	12:A:+69799610	3	S
12:B:-69792121	12:B:+69799610	1	S
12:A:-69799611	12:A:+71227987	2	S
12:B:-69799611	12:B:+71227987	1	S
12:A:-71227988	12:A:+71232076	2	S
12:B:-71227988	12:B:+71232076	1	S
12:A:-71232077	12:A:+77753171	1	S
12:B:-71232077	12:B:+77753171	1	S
12:A:-77753172	12:A:+77775832	2	S
12:B:-77753172	12:B:+77775832	1	S
12:A:-77775833	12:A:+78041639	2	S
12:B:-77775833	12:B:+78041639	1	S
12:A:-78041640	12:A:+78041952	2	S
12:B:-78041640	12:B:+78041952	1	S
12:A:-78041953	12:A:+82319539	1	S
12:B:-78041953	12:B:+82319539	1	S
12:A:-82319540	12:A:+84690400	1	S
12:B:-82319540	12:B:+84690400	1	S
12:A:-84690401	12:A:+94368885	1	S
12:B:-84690401	12:B:+94368885	1	S
12:A:-94368886	12:A:+94741836	1	S
12:B:-94368886	12:B:+94741836	1	S
12:A:-94741837	12:A:+99125343	1	S
12:B:-94741837	12:B:+99125343	1	S
12:A:-99125344	12:A:+99125581	1	S
12:B:-99125344	12:B:+99125581	1	S
12:A:-99125582	12:A:+100804956	2	S
12:B:-99125582	12:B:+100804956	1	S
12:A:-100804957	12:A:+100809113	2	S
12:B:-100804957	12:B:+100809113	1	S
12:A:-100809114	12:A:+114747046	1	S
12:B:-100809114	12:B:+114747046	1	S
12:A:-114747047	12:A:+114747101	1	S
12:B:-114747047	12:B:+114747101	1	S
12:A:-114747102	12:A:+116299555	1	S
12:B:-114747102	12:B:+116299555	2	S
12:A:-116299556	12:A:+116301907	1	S
12:B:-116299556	12:B:+116301907	2	S
12:A:-116301908	12:A:+116816089	1	S
12:B:-116301908	12:B:+116816089	3	S
12:A:-116816090	12:A:+116843696	1	S
12:B:-116816090	12:B:+116843696	2	S
12:A:-116843697	12:A:+116843924	1	S
12:B:-116843697	12:B:+116843924	2	S
12:A:-116843925	12:A:+118279392	1	S
12:B:-116843925	12:B:+118279392	1	S
12:A:-118279393	12:A:+118281229	1	S
12:B:-118279393	12:B:+118281229	1	S
12:A:-118281230	12:A:+118873104	1	S
12:B:-118281230	12:B:+118873104	5	S
12:A:-118873105	12:A:+120737947	1	S
12:B:-118873105	12:B:+120737947	5	S
12:A:-120737948	12:A:+120778699	1	S
12:B:-120737948	12:B:+120778699	8	S
12:A:-120778700	12:A:+120887854	1	S
12:B:-120778700	12:B:+120887854	7	S
12:A:-120887855	12:A:+120889969	1	S
12:B:-120887855	12:B:+120889969	7	S
12:A:-120889970	12:A:+121654087	1	S
12:B:-120889970	12:B:+121654087	7	S
12:A:-121654088	12:A:+121828156	1	S
12:B:-121654088	12:B:+121828156	3	S
12:A:-121828157	12:A:+121828454	1	S
12:B:-121828157	12:B:+121828454	2	S
12:A:-121828455	12:A:+123072925	1	S
12:B:-121828455	12:B:+123072925	2	S
12:A:-123072926	12:A:+123099148	1	S
12:B:-123072926	12:B:+123099148	3	S
12:A:-123099149	12:A:+123178342	1	S
12:B:-123099149	12:B:+123178342	5	S
12:A:-123178343	12:A:+125883725	1	S
12:B:-123178343	12:B:+125883725	2	S
12:A:-125883726	12:A:+125885724	1	S
12:B:-125883726	12:B:+125885724	2	S
12:A:-125885725	12:A:+133849999	1	S
13:A:-19000000	13:A:+21541529	1	S
13:B:-19000000	13:B:+21541529	1	S
13:A:-21541530	13:A:+21553097	1	S
13:B:-21541530	13:B:+21553097	1	S
13:A:-21553098	13:A:+22173523	1	S
13:B:-21553098	13:B:+22173523	1	S
13:A:-22173524	13:A:+22175334	1	S
13:B:-22173524	13:B:+22175334	1	S
13:A:-22175335	13:A:+27765723	1	S
13:B:-22175335	13:B:+27765723	1	S
13:A:-27765724	13:A:+32362381	1	S
13:B:-27765724	13:B:+32362381	1	S
13:A:-32362382	13:A:+32362473	1	S
13:B:-32362382	13:B:+32362473	1	S
13:A:-32362474	13:A:+32362700	1	S
13:B:-32362474	13:B:+32362700	1	S
13:B:-32362701	13:B:+66870817	1	S
13:A:-66870818	13:A:+67082061	1	S
13:B:-66870818	13:B:+67082061	1	S
13:B:-67082062	13:B:+83458717	1	S
13:B:-83458718	13:B:+85675104	1	S
13:B:-85675105	13:B:+104456446	1	S
13:B:-104456447	13:B:+105048505	2	S
13:B:-105048506	13:B:+113115368	1	S
13:B:-113115369	13:B:+113593131	1	S
13:B:-113593132	13:B:+115149999	1	S
14:A:-19000000	14:A:+26937736	1	S
14:B:-19000000	14:B:+26937736	1	S
14:A:-26937737	14:A:+27222429	1	S
14:B:-26937737	14:B:+27222429	1	S
14:A:-27222430	14:A:+28617035	1	S
14:B:-27222430	14:B:+28617035	1	S
14:A:-28617036	14:A:+28619813	2	S
14:B:-28617036	14:B:+28619813	1	S
14:A:-28619814	14:A:+28788953	2	S
14:B:-28619814	14:B:+28788953	1	S
14:A:-28788954	14:A:+28811387	2	S
14:B:-28788954	14:B:+28811387	1	S
14:A:-28811388	14:A:+34233116	1	S
14:B:-28811388	14:B:+34233116	1	S
14:A:-34233117	14:A:+35017915	1	S
14:B:-34233117	14:B:+35017915	1	S
14:A:-35017916	14:A:+35029074	1	S
14:B:-35017916	14:B:+35029074	1	S
14:A:-35029075	14:A:+35560939	1	S
14:B:-35029075	14:B:+35560939	1	S
14:A:-35560940	14:A:+35701181	3	S
14:B:-35560940	14:B:+35701181	1	S
14:A:-35701182	14:A:+35702574	3	S
14:B:-35701182	14:B:+35702574	1	S
14:A:-35702575	14:A:+36022038	3	S
14:B:-35702575	14:B:+36022038	1	S
14:A:-36022039	14:A:+36026540	1	S
14:B:-36022039	14:B:+36026540	1	S
14:A:-36026541	14:A:+37507092	1	S
14:B:-36026541	14:B:+37507092	1	S
